grid,driver,car,qualifying_time,season,round
1,hamilton,Mercedes,1:08.455,2015,8
2,rosberg,Mercedes,1:08.655,2015,8
3,vettel,Ferrari,1:08.810,2015,8
4,massa,Williams,1:09.192,2015,8
5,hulkenberg,Force India,1:09.278,2015,8
6,bottas,Williams,1:09.319,2015,8
7,max_verstappen,Toro Rosso,1:09.612,2015,8
8,kvyat,Red Bull,1:09.694,2015,8
9,nasr,Sauber,1:09.713,2015,8
10,grosjean,Lotus F1,1:09.920,2015,8
11,maldonado,Lotus F1,1:10.374,2015,8
12,ericsson,Sauber,1:10.426,2015,8
13,sainz,Toro Rosso,1:10.465,2015,8
14,ricciardo,Red Bull,1:10.482,2015,8
15,alonso,McLaren,1:10.736,2015,8
16,perez,Force India,1:12.522,2015,8
17,button,McLaren,1:12.632,2015,8
18,raikkonen,Ferrari,1:12.867,2015,8
19,merhi,Manor Marussia,1:14.071,2015,8
20,stevens,Manor Marussia,1:15.368,2015,8
1,hamilton,Mercedes,1:32.248,2015,9
2,rosberg,Mercedes,1:32.361,2015,9
3,massa,Williams,1:33.085,2015,9
4,bottas,Williams,1:33.149,2015,9
5,raikkonen,Ferrari,1:33.379,2015,9
6,vettel,Ferrari,1:33.547,2015,9
7,kvyat,Red Bull,1:33.636,2015,9
8,sainz,Toro Rosso,1:33.649,2015,9
9,hulkenberg,Force India,1:33.673,2015,9
10,ricciardo,Red Bull,1:33.943,2015,9
11,perez,Force India,1:34.268,2015,9
12,grosjean,Lotus F1,1:34.430,2015,9
13,max_verstappen,Toro Rosso,1:34.502,2015,9
14,maldonado,Lotus F1,1:34.511,2015,9
15,ericsson,Sauber,1:34.868,2015,9
16,nasr,Sauber,1:34.888,2015,9
17,alonso,McLaren,1:34.959,2015,9
18,button,McLaren,1:35.207,2015,9
19,stevens,Manor Marussia,1:37.364,2015,9
20,merhi,Manor Marussia,1:39.377,2015,9
1,hamilton,Mercedes,1:22.020,2015,10
2,rosberg,Mercedes,1:22.595,2015,10
3,vettel,Ferrari,1:22.739,2015,10
4,ricciardo,Red Bull,1:22.774,2015,10
5,raikkonen,Ferrari,1:23.020,2015,10
6,bottas,Williams,1:23.222,2015,10
7,kvyat,Red Bull,1:23.332,2015,10
8,massa,Williams,1:23.537,2015,10
9,max_verstappen,Toro Rosso,1:23.679,2015,10
10,grosjean,Lotus F1,1:24.181,2015,10
11,hulkenberg,Force India,1:23.826,2015,10
12,sainz,Toro Rosso,1:23.869,2015,10
13,perez,Force India,1:24.461,2015,10
14,maldonado,Lotus F1,1:24.609,2015,10
15,alonso,McLaren,1:24.563,2015,10
16,button,McLaren,1:24.739,2015,10
17,ericsson,Sauber,1:24.843,2015,10
18,nasr,Sauber,1:24.997,2015,10
19,merhi,Manor Marussia,1:27.416,2015,10
20,stevens,Manor Marussia,1:27.949,2015,10
1,hamilton,Mercedes,1:47.197,2015,11
2,rosberg,Mercedes,1:47.655,2015,11
3,bottas,Williams,1:48.537,2015,11
4,grosjean,Lotus F1,1:48.561,2015,11
5,perez,Force India,1:48.599,2015,11
6,ricciardo,Red Bull,1:48.639,2015,11
7,massa,Williams,1:48.685,2015,11
8,maldonado,Lotus F1,1:48.754,2015,11
9,vettel,Ferrari,1:48.825,2015,11
10,sainz,Toro Rosso,1:49.771,2015,11
11,hulkenberg,Force India,1:49.121,2015,11
12,kvyat,Red Bull,1:49.228,2015,11
13,ericsson,Sauber,1:49.586,2015,11
14,raikkonen,Ferrari,1:49.288,2015,11
15,max_verstappen,Toro Rosso,1:49.831,2015,11
16,nasr,Sauber,1:49.952,2015,11
17,button,McLaren,1:50.978,2015,11
18,alonso,McLaren,1:51.420,2015,11
19,stevens,Marussia,1:52.948,2015,11
20,merhi,Marussia,1:53.099,2015,11
1,hamilton,Mercedes,1:23.397,2015,12
2,raikkonen,Ferrari,1:23.631,2015,12
3,vettel,Ferrari,1:23.685,2015,12
4,rosberg,Mercedes,1:23.703,2015,12
5,massa,Williams,1:23.940,2015,12
6,bottas,Williams,1:24.127,2015,12
7,perez,Force India,1:24.626,2015,12
8,grosjean,Lotus F1,1:25.054,2015,12
9,hulkenberg,Force India,1:25.317,2015,12
10,ericsson,Sauber,1:26.214,2015,12
11,maldonado,Lotus F1,1:24.525,2015,12
12,nasr,Sauber,1:24.898,2015,12
13,sainz,Toro Rosso,1:25.618,2015,12
14,kvyat,Red Bull,1:25.796,2015,12
15,ricciardo,Red Bull,1:25.633,2015,12
16,button,McLaren,1:26.058,2015,12
17,alonso,McLaren,1:26.154,2015,12
18,stevens,Manor Marussia,1:27.731,2015,12
19,merhi,Manor Marussia,1:27.912,2015,12
20,max_verstappen,Toro Rosso,00.000,2015,12
1,vettel,Ferrari,1:43.885,2015,13
2,ricciardo,Red Bull,1:44.428,2015,13
3,raikkonen,Ferrari,1:44.667,2015,13
4,kvyat,Red Bull,1:44.745,2015,13
5,hamilton,Mercedes,1:45.300,2015,13
6,rosberg,Mercedes,1:45.415,2015,13
7,bottas,Williams,1:45.676,2015,13
8,max_verstappen,Toro Rosso,1:45.798,2015,13
9,massa,Williams,1:46.077,2015,13
10,grosjean,Lotus F1,1:46.413,2015,13
11,hulkenberg,Force India,1:46.305,2015,13
12,alonso,McLaren,1:46.328,2015,13
13,perez,Force India,1:46.385,2015,13
14,sainz,Toro Rosso,1:46.894,2015,13
15,button,McLaren,1:47.019,2015,13
16,nasr,Sauber,1:46.965,2015,13
17,ericsson,Sauber,1:47.088,2015,13
18,maldonado,Lotus F1,1:47.323,2015,13
19,stevens,Manor Marussia,1:51.021,2015,13
20,rossi,Manor Marussia,1:51.523,2015,13
1,rosberg,Mercedes,1:32.584,2015,14
2,hamilton,Mercedes,1:32.660,2015,14
3,bottas,Williams,1:33.024,2015,14
4,vettel,Ferrari,1:33.245,2015,14
5,massa,Williams,1:33.337,2015,14
6,raikkonen,Ferrari,1:33.347,2015,14
7,ricciardo,Red Bull,1:33.497,2015,14
8,grosjean,Lotus F1,1:33.967,2015,14
9,perez,Force India,1:34.174,2015,14
10,kvyat,Red Bull,1:34.201,2015,14
11,hulkenberg,Force India,1:34.390,2015,14
12,sainz,Toro Rosso,1:34.453,2015,14
13,maldonado,Lotus F1,1:34.497,2015,14
14,alonso,McLaren,1:34.785,2015,14
15,max_verstappen,Toro Rosso,1:34.522,2015,14
16,button,McLaren,1:35.664,2015,14
17,ericsson,Sauber,1:35.673,2015,14
18,nasr,Sauber,1:35.760,2015,14
19,stevens,Manor Marussia,1:38.783,2015,14
20,rossi,Manor Marussia,1:47.114,2015,14
1,rosberg,Mercedes,1:37.113,2015,15
2,hamilton,Mercedes,1:37.433,2015,15
3,bottas,Williams,1:37.912,2015,15
4,vettel,Ferrari,1:37.965,2015,15
5,raikkonen,Ferrari,1:38.348,2015,15
6,hulkenberg,Force India,1:38.659,2015,15
7,perez,Force India,1:38.691,2015,15
8,grosjean,Lotus F1,1:38.787,2015,15
9,max_verstappen,Toro Rosso,1:38.924,2015,15
10,ricciardo,Red Bull,1:39.728,2015,15
11,kvyat,Red Bull,1:39.214,2015,15
12,nasr,Sauber,1:39.323,2015,15
13,button,McLaren,1:39.763,2015,15
14,maldonado,Lotus F1,1:39.811,2015,15
15,massa,Williams,1:39.895,2015,15
16,alonso,McLaren,1:40.144,2015,15
17,ericsson,Sauber,1:40.660,2015,15
18,stevens,Marussia,1:43.693,2015,15
19,merhi,Marussia,1:43.804,2015,15
1,rosberg,Mercedes,1:56.824,2015,16
2,hamilton,Mercedes,1:56.929,2015,16
3,ricciardo,Red Bull,1:57.969,2015,16
4,kvyat,Red Bull,1:58.434,2015,16
5,vettel,Ferrari,1:58.596,2015,16
6,perez,Force India,1:59.210,2015,16
7,hulkenberg,Force India,1:59.333,2015,16
8,raikkonen,Ferrari,1:59.703,2015,16
9,massa,Williams,1:59.999,2015,16
10,max_verstappen,Toro Rosso,2:00.199,2015,16
11,alonso,McLaren,2:00.265,2015,16
12,bottas,Williams,2:00.334,2015,16
13,grosjean,Lotus F1,2:00.595,2015,16
14,button,McLaren,2:01.193,2015,16
15,maldonado,Lotus F1,2:01.604,2015,16
16,ericsson,Sauber,2:02.212,2015,16
17,nasr,Sauber,2:03.194,2015,16
18,rossi,Marussia,2:04.176,2015,16
19,stevens,Marussia,2:04.526,2015,16
20,sainz,Toro Rosso,2:07.304,2015,16
1,rosberg,Mercedes,1:19.480,2015,17
2,hamilton,Mercedes,1:19.668,2015,17
3,vettel,Ferrari,1:19.850,2015,17
4,kvyat,Red Bull,1:20.398,2015,17
5,ricciardo,Red Bull,1:20.399,2015,17
6,bottas,Williams,1:20.448,2015,17
7,massa,Williams,1:20.567,2015,17
8,max_verstappen,Toro Rosso,1:20.710,2015,17
9,perez,Force India,1:20.716,2015,17
10,hulkenberg,Force India,1:20.788,2015,17
11,sainz,Toro Rosso,1:20.942,2015,17
12,grosjean,Lotus F1,1:21.038,2015,17
13,maldonado,Lotus F1,1:21.261,2015,17
14,ericsson,Sauber,1:21.544,2015,17
15,raikkonen,Ferrari,1:22.494,2015,17
16,alonso,McLaren,1:21.779,2015,17
17,nasr,Sauber,1:21.788,2015,17
18,rossi,Marussia,1:24.136,2015,17
19,stevens,Marussia,1:24.386,2015,17
20,button,McLaren,00.000,2015,17
1,rosberg,Mercedes,1:11.282,2015,18
2,hamilton,Mercedes,1:11.360,2015,18
3,vettel,Ferrari,1:11.804,2015,18
4,bottas,Williams,1:12.085,2015,18
5,raikkonen,Ferrari,1:12.144,2015,18
6,hulkenberg,Force India,1:12.265,2015,18
7,kvyat,Red Bull,1:12.322,2015,18
8,massa,Williams,1:12.415,2015,18
9,ricciardo,Red Bull,1:12.417,2015,18
10,max_verstappen,Toro Rosso,1:12.739,2015,18
11,nasr,Sauber,1:12.989,2015,18
12,sainz,Toro Rosso,1:13.045,2015,18
13,perez,Force India,1:13.147,2015,18
14,ericsson,Sauber,1:13.233,2015,18
15,grosjean,Lotus F1,1:13.913,2015,18
16,maldonado,Lotus F1,1:13.385,2015,18
17,button,McLaren,1:13.425,2015,18
18,rossi,Marussia,1:16.151,2015,18
19,stevens,Marussia,1:16.283,2015,18
20,alonso,McLaren,00.000,2015,18
1,rosberg,Mercedes,1:40.237,2015,19
2,hamilton,Mercedes,1:40.614,2015,19
3,raikkonen,Ferrari,1:41.051,2015,19
4,perez,Force India,1:41.184,2015,19
5,ricciardo,Red Bull,1:41.444,2015,19
6,bottas,Williams,1:41.656,2015,19
7,hulkenberg,Force India,1:41.686,2015,19
8,massa,Williams,1:41.759,2015,19
9,kvyat,Red Bull,1:41.933,2015,19
10,sainz,Toro Rosso,1:42.708,2015,19
11,max_verstappen,Toro Rosso,1:42.521,2015,19
12,button,McLaren,1:42.668,2015,19
13,maldonado,Lotus F1,1:42.807,2015,19
14,nasr,Sauber,1:43.614,2015,19
15,grosjean,Lotus F1,1:42.585,2015,19
16,vettel,Ferrari,1:42.941,2015,19
17,alonso,McLaren,1:43.187,2015,19
18,ericsson,Sauber,1:43.838,2015,19
19,stevens,Manor Marussia,1:46.297,2015,19
20,merhi,Manor Marussia,1:47.434,2015,19
1,hamilton,Mercedes,1:23.837,2016,1
2,rosberg,Mercedes,1:24.197,2016,1
3,vettel,Ferrari,1:24.675,2016,1
4,raikkonen,Ferrari,1:25.033,2016,1
5,max_verstappen,Toro Rosso,1:25.434,2016,1
6,massa,Williams,1:25.458,2016,1
7,sainz,Toro Rosso,1:25.582,2016,1
8,ricciardo,Red Bull,1:25.589,2016,1
9,perez,Force India,1:25.753,2016,1
10,hulkenberg,Force India,1:25.865,2016,1
11,bottas,Williams,1:25.961,2016,1
12,alonso,McLaren,1:26.125,2016,1
13,button,McLaren,1:26.304,2016,1
14,jolyon_palmer,Renault,1:27.601,2016,1
15,kevin_magnussen,Renault,1:27.742,2016,1
16,ericsson,Sauber,1:27.435,2016,1
17,nasr,Sauber,1:27.958,2016,1
18,kvyat,Red Bull,1:28.006,2016,1
19,grosjean,Haas F1 Team,1:28.322,2016,1
20,gutierrez,Haas F1 Team,1:29.606,2016,1
21,haryanto,Manor Marussia,1:29.627,2016,1
22,wehrlein,Manor Marussia,1:29.642,2016,1
1,hamilton,Mercedes,1:29.493,2016,2
2,rosberg,Mercedes,1:29.570,2016,2
3,vettel,Ferrari,1:30.012,2016,2
4,raikkonen,Ferrari,1:30.244,2016,2
5,ricciardo,Red Bull,1:30.854,2016,2
6,bottas,Williams,1:31.153,2016,2
7,massa,Williams,1:31.155,2016,2
8,hulkenberg,Force India,1:31.620,2016,2
9,grosjean,Haas F1 Team,1:31.756,2016,2
10,max_verstappen,Toro Rosso,1:31.772,2016,2
11,sainz,Toro Rosso,1:31.816,2016,2
12,vandoorne,McLaren,1:31.934,2016,2
13,gutierrez,Haas F1 Team,1:31.945,2016,2
14,button,McLaren,1:31.998,2016,2
15,kvyat,Red Bull,1:32.241,2016,2
16,wehrlein,Manor Marussia,1:32.806,2016,2
17,ericsson,Sauber,1:32.840,2016,2
18,perez,Force India,1:32.911,2016,2
19,kevin_magnussen,Renault,1:33.181,2016,2
20,jolyon_palmer,Renault,1:33.438,2016,2
21,haryanto,Manor Marussia,1:34.190,2016,2
22,nasr,Sauber,1:34.388,2016,2
1,rosberg,Mercedes,1:35.402,2016,3
2,ricciardo,Red Bull,1:35.917,2016,3
3,raikkonen,Ferrari,1:35.972,2016,3
4,vettel,Ferrari,1:36.246,2016,3
5,bottas,Williams,1:36.296,2016,3
6,kvyat,Red Bull,1:36.399,2016,3
7,perez,Force India,1:36.865,2016,3
8,sainz,Toro Rosso,1:36.881,2016,3
9,max_verstappen,Toro Rosso,1:37.194,2016,3
10,hulkenberg,Force India,1:37.333,2016,3
11,massa,Williams,1:37.347,2016,3
12,alonso,McLaren,1:38.826,2016,3
13,button,McLaren,1:39.093,2016,3
14,grosjean,Haas F1 Team,1:39.830,2016,3
15,ericsson,Sauber,1:40.742,2016,3
16,nasr,Sauber,1:42.430,2016,3
17,kevin_magnussen,Renault,1:38.673,2016,3
18,gutierrez,Haas F1 Team,1:38.770,2016,3
19,jolyon_palmer,Renault,1:39.528,2016,3
20,haryanto,Manor Marussia,1:40.264,2016,3
21,wehrlein,Manor Marussia,00.000,2016,3
22,hamilton,Mercedes,00.000,2016,3
1,rosberg,Mercedes,1:35.417,2016,4
2,vettel,Ferrari,1:36.123,2016,4
3,bottas,Williams,1:36.536,2016,4
4,raikkonen,Ferrari,1:36.663,2016,4
5,massa,Williams,1:37.016,2016,4
6,ricciardo,Red Bull,1:37.125,2016,4
7,perez,Force India,1:37.212,2016,4
8,kvyat,Red Bull,1:37.459,2016,4
9,max_verstappen,Toro Rosso,1:37.583,2016,4
10,hamilton,Mercedes,1:35.820,2016,4
11,sainz,Toro Rosso,1:37.652,2016,4
12,button,McLaren,1:37.701,2016,4
13,hulkenberg,Force India,1:37.771,2016,4
14,alonso,McLaren,1:37.807,2016,4
15,grosjean,Haas F1 Team,1:38.055,2016,4
16,gutierrez,Haas F1 Team,1:38.115,2016,4
17,kevin_magnussen,Renault,1:38.914,2016,4
18,jolyon_palmer,Renault,1:39.009,2016,4
19,nasr,Sauber,1:39.018,2016,4
20,wehrlein,Manor Marussia,1:39.399,2016,4
21,haryanto,Manor Marussia,1:39.463,2016,4
22,ericsson,Sauber,1:39.519,2016,4
1,hamilton,Mercedes,1:22.000,2016,5
2,rosberg,Mercedes,1:22.280,2016,5
3,ricciardo,Red Bull,1:22.680,2016,5
4,max_verstappen,Red Bull,1:23.087,2016,5
5,raikkonen,Ferrari,1:23.113,2016,5
6,vettel,Ferrari,1:23.334,2016,5
7,bottas,Williams,1:23.522,2016,5
8,sainz,Toro Rosso,1:23.643,2016,5
9,perez,Force India,1:23.782,2016,5
10,alonso,McLaren,1:23.981,2016,5
11,hulkenberg,Force India,1:24.203,2016,5
12,button,McLaren,1:24.348,2016,5
13,kvyat,Toro Rosso,1:24.445,2016,5
14,grosjean,Haas F1 Team,1:24.480,2016,5
15,kevin_magnussen,Renault,1:24.625,2016,5
16,gutierrez,Haas F1 Team,1:24.778,2016,5
17,jolyon_palmer,Renault,1:24.903,2016,5
18,massa,Williams,1:24.941,2016,5
19,ericsson,Sauber,1:25.202,2016,5
20,nasr,Sauber,1:25.579,2016,5
21,wehrlein,Manor Marussia,1:25.745,2016,5
22,haryanto,Manor Marussia,1:25.939,2016,5
1,ricciardo,Red Bull,1:13.622,2016,6
2,rosberg,Mercedes,1:13.791,2016,6
3,hamilton,Mercedes,1:13.942,2016,6
4,vettel,Ferrari,1:14.552,2016,6
5,hulkenberg,Force India,1:14.726,2016,6
6,raikkonen,Ferrari,1:14.732,2016,6
7,sainz,Toro Rosso,1:14.749,2016,6
8,perez,Force India,1:14.902,2016,6
9,kvyat,Toro Rosso,1:15.273,2016,6
10,alonso,McLaren,1:15.363,2016,6
11,bottas,Williams,1:15.273,2016,6
12,gutierrez,Haas F1 Team,1:15.293,2016,6
13,button,McLaren,1:15.352,2016,6
14,massa,Williams,1:15.385,2016,6
15,grosjean,Haas F1 Team,1:15.571,2016,6
16,kevin_magnussen,Renault,1:16.058,2016,6
17,ericsson,Sauber,1:16.299,2016,6
18,jolyon_palmer,Renault,1:16.586,2016,6
19,haryanto,Manor Marussia,1:17.295,2016,6
20,wehrlein,Manor Marussia,1:17.452,2016,6
21,max_verstappen,Red Bull,1:22.467,2016,6
22,nasr,Sauber,00.000,2016,6
1,hamilton,Mercedes,1:12.812,2016,7
2,rosberg,Mercedes,1:12.874,2016,7
3,vettel,Ferrari,1:12.990,2016,7
4,ricciardo,Red Bull,1:13.166,2016,7
5,max_verstappen,Red Bull,1:13.414,2016,7
6,raikkonen,Ferrari,1:13.579,2016,7
7,bottas,Williams,1:13.670,2016,7
8,massa,Williams,1:13.769,2016,7
9,hulkenberg,Force India,1:13.952,2016,7
10,alonso,McLaren,1:14.338,2016,7
11,perez,Force India,1:14.317,2016,7
12,button,McLaren,1:14.437,2016,7
13,kvyat,Toro Rosso,1:14.457,2016,7
14,gutierrez,Haas F1 Team,1:14.571,2016,7
15,grosjean,Haas F1 Team,1:14.803,2016,7
16,sainz,Toro Rosso,1:21.956,2016,7
17,jolyon_palmer,Renault,1:15.459,2016,7
18,wehrlein,Manor Marussia,1:15.599,2016,7
19,ericsson,Sauber,1:15.635,2016,7
20,nasr,Sauber,1:16.663,2016,7
21,haryanto,Manor Marussia,1:17.052,2016,7
1,rosberg,Mercedes,1:42.758,2016,8
2,perez,Force India,1:43.515,2016,8
3,ricciardo,Red Bull,1:43.966,2016,8
4,vettel,Ferrari,1:43.966,2016,8
5,raikkonen,Ferrari,1:44.269,2016,8
6,massa,Williams,1:44.483,2016,8
7,kvyat,Toro Rosso,1:44.717,2016,8
8,bottas,Williams,1:45.246,2016,8
9,max_verstappen,Red Bull,1:45.570,2016,8
10,hamilton,Mercedes,2:01.954,2016,8
11,grosjean,Haas F1 Team,1:44.755,2016,8
12,hulkenberg,Force India,1:44.824,2016,8
13,sainz,Toro Rosso,1:45.000,2016,8
14,alonso,McLaren,1:45.270,2016,8
15,gutierrez,Haas F1 Team,1:45.349,2016,8
16,nasr,Sauber,1:46.048,2016,8
17,haryanto,Manor Marussia,1:45.665,2016,8
18,wehrlein,Manor Marussia,1:45.750,2016,8
19,button,McLaren,1:45.804,2016,8
20,ericsson,Sauber,1:46.231,2016,8
21,kevin_magnussen,Renault,1:46.348,2016,8
22,jolyon_palmer,Renault,1:46.394,2016,8
1,hamilton,Mercedes,1:07.922,2016,9
2,rosberg,Mercedes,1:08.465,2016,9
3,hulkenberg,Force India,1:09.285,2016,9
4,vettel,Ferrari,1:09.781,2016,9
5,button,McLaren,1:09.900,2016,9
6,raikkonen,Ferrari,1:09.901,2016,9
7,ricciardo,Red Bull,1:09.980,2016,9
8,bottas,Williams,1:10.440,2016,9
9,max_verstappen,Red Bull,1:11.153,2016,9
10,massa,Williams,1:11.977,2016,9
11,gutierrez,Haas F1 Team,1:07.578,2016,9
12,wehrlein,Manor Marussia,1:07.700,2016,9
13,grosjean,Haas F1 Team,1:07.850,2016,9
14,alonso,McLaren,1:08.154,2016,9
15,sainz,Toro Rosso,1:07.618,2016,9
16,perez,Force India,1:07.657,2016,9
17,kevin_magnussen,Renault,1:07.941,2016,9
18,jolyon_palmer,Renault,1:07.965,2016,9
19,haryanto,Manor Marussia,1:08.026,2016,9
20,kvyat,Toro Rosso,1:08.409,2016,9
21,ericsson,Sauber,1:08.418,2016,9
22,nasr,Sauber,1:08.446,2016,9
1,hamilton,Mercedes,1:29.287,2016,10
2,rosberg,Mercedes,1:29.606,2016,10
3,max_verstappen,Red Bull,1:30.313,2016,10
4,ricciardo,Red Bull,1:30.618,2016,10
5,raikkonen,Ferrari,1:30.881,2016,10
6,vettel,Ferrari,1:31.490,2016,10
7,bottas,Williams,1:31.557,2016,10
8,sainz,Toro Rosso,1:31.989,2016,10
9,hulkenberg,Force India,1:32.172,2016,10
10,alonso,McLaren,1:32.343,2016,10
11,perez,Force India,1:31.875,2016,10
12,massa,Williams,1:32.002,2016,10
13,grosjean,Haas F1 Team,1:32.050,2016,10
14,gutierrez,Haas F1 Team,1:32.241,2016,10
15,kvyat,Toro Rosso,1:32.306,2016,10
16,kevin_magnussen,Renault,1:37.060,2016,10
17,button,McLaren,1:32.788,2016,10
18,jolyon_palmer,Renault,1:32.905,2016,10
19,haryanto,Manor Marussia,1:33.098,2016,10
20,wehrlein,Manor Marussia,1:33.151,2016,10
21,nasr,Sauber,1:33.544,2016,10
1,rosberg,Mercedes,1:19.965,2016,11
2,hamilton,Mercedes,1:20.108,2016,11
3,ricciardo,Red Bull,1:20.280,2016,11
4,max_verstappen,Red Bull,1:20.557,2016,11
5,vettel,Ferrari,1:20.874,2016,11
6,sainz,Toro Rosso,1:21.131,2016,11
7,alonso,McLaren,1:21.211,2016,11
8,button,McLaren,1:21.597,2016,11
9,hulkenberg,Force India,1:21.823,2016,11
10,bottas,Williams,1:22.182,2016,11
11,grosjean,Haas F1 Team,1:24.941,2016,11
12,kvyat,Toro Rosso,1:25.301,2016,11
13,perez,Force India,1:25.416,2016,11
14,raikkonen,Ferrari,1:25.435,2016,11
15,gutierrez,Haas F1 Team,1:26.189,2016,11
16,nasr,Sauber,1:27.063,2016,11
17,jolyon_palmer,Renault,1:43.965,2016,11
18,massa,Williams,1:43.999,2016,11
19,kevin_magnussen,Renault,1:44.543,2016,11
20,ericsson,Sauber,1:46.984,2016,11
21,wehrlein,Manor Marussia,1:47.343,2016,11
22,haryanto,Manor Marussia,1:50.189,2016,11
1,rosberg,Mercedes,1:14.363,2016,12
2,hamilton,Mercedes,1:14.470,2016,12
3,ricciardo,Red Bull,1:14.726,2016,12
4,max_verstappen,Red Bull,1:14.834,2016,12
5,raikkonen,Ferrari,1:15.142,2016,12
6,vettel,Ferrari,1:15.315,2016,12
7,hulkenberg,Force India,1:15.510,2016,12
8,bottas,Williams,1:15.530,2016,12
9,perez,Force India,1:15.537,2016,12
10,massa,Williams,1:15.615,2016,12
11,gutierrez,Haas F1 Team,1:15.883,2016,12
12,button,McLaren,1:15.909,2016,12
13,sainz,Toro Rosso,1:15.989,2016,12
14,alonso,McLaren,1:16.041,2016,12
15,grosjean,Haas F1 Team,1:16.086,2016,12
16,jolyon_palmer,Renault,1:16.665,2016,12
17,kevin_magnussen,Renault,1:16.716,2016,12
18,wehrlein,Manor Marussia,1:16.717,2016,12
19,kvyat,Toro Rosso,1:16.876,2016,12
20,haryanto,Manor Marussia,1:16.977,2016,12
21,nasr,Sauber,1:17.123,2016,12
22,ericsson,Sauber,1:17.238,2016,12
1,rosberg,Mercedes,1:46.744,2016,13
2,max_verstappen,Red Bull,1:46.893,2016,13
3,raikkonen,Ferrari,1:46.910,2016,13
4,vettel,Ferrari,1:47.108,2016,13
5,ricciardo,Red Bull,1:47.216,2016,13
6,perez,Force India,1:47.407,2016,13
7,hulkenberg,Force India,1:47.543,2016,13
8,bottas,Williams,1:47.612,2016,13
9,button,McLaren,1:48.114,2016,13
10,massa,Williams,1:48.263,2016,13
11,grosjean,Haas F1 Team,1:48.316,2016,13
12,kevin_magnussen,Renault,1:48.485,2016,13
13,gutierrez,Haas F1 Team,1:48.598,2016,13
14,jolyon_palmer,Renault,1:48.888,2016,13
15,sainz,Toro Rosso,1:49.038,2016,13
16,wehrlein,Manor Marussia,1:49.320,2016,13
17,nasr,Sauber,1:48.949,2016,13
18,ocon,Manor Marussia,1:49.050,2016,13
19,kvyat,Toro Rosso,1:49.058,2016,13
20,ericsson,Sauber,1:49.071,2016,13
21,hamilton,Mercedes,1:50.033,2016,13
1,hamilton,Mercedes,1:21.135,2016,14
2,rosberg,Mercedes,1:21.613,2016,14
3,vettel,Ferrari,1:21.972,2016,14
4,raikkonen,Ferrari,1:22.065,2016,14
5,bottas,Williams,1:22.388,2016,14
6,ricciardo,Red Bull,1:22.389,2016,14
7,max_verstappen,Red Bull,1:22.411,2016,14
8,perez,Force India,1:22.814,2016,14
9,hulkenberg,Force India,1:22.836,2016,14
10,gutierrez,Haas F1 Team,1:23.184,2016,14
11,massa,Williams,1:22.967,2016,14
12,grosjean,Haas F1 Team,1:23.092,2016,14
13,alonso,McLaren,1:23.273,2016,14
14,wehrlein,Manor Marussia,1:23.315,2016,14
15,button,McLaren,1:23.399,2016,14
16,sainz,Toro Rosso,1:23.496,2016,14
17,kvyat,Toro Rosso,1:23.825,2016,14
18,nasr,Sauber,1:23.956,2016,14
19,ericsson,Sauber,1:24.087,2016,14
20,jolyon_palmer,Renault,1:24.230,2016,14
21,kevin_magnussen,Renault,1:24.436,2016,14
1,rosberg,Mercedes,1:42.584,2016,15
2,ricciardo,Red Bull,1:43.115,2016,15
3,hamilton,Mercedes,1:43.288,2016,15
4,max_verstappen,Red Bull,1:43.328,2016,15
5,raikkonen,Ferrari,1:43.540,2016,15
6,sainz,Toro Rosso,1:44.197,2016,15
7,kvyat,Toro Rosso,1:44.469,2016,15
8,hulkenberg,Force India,1:44.479,2016,15
9,alonso,McLaren,1:44.553,2016,15
10,perez,Force India,1:44.582,2016,15
11,bottas,Williams,1:44.740,2016,15
12,massa,Williams,1:44.991,2016,15
13,button,McLaren,1:45.144,2016,15
14,gutierrez,Haas F1 Team,1:45.593,2016,15
15,grosjean,Haas F1 Team,1:45.723,2016,15
16,ericsson,Sauber,1:47.827,2016,15
17,kevin_magnussen,Renault,1:46.825,2016,15
18,nasr,Sauber,1:46.860,2016,15
19,jolyon_palmer,Renault,1:46.960,2016,15
20,wehrlein,Manor Marussia,1:47.667,2016,15
21,ocon,Manor Marussia,1:48.296,2016,15
22,vettel,Ferrari,1:49.116,2016,15
1,hamilton,Mercedes,1:32.850,2016,16
2,rosberg,Mercedes,1:33.264,2016,16
3,max_verstappen,Red Bull,1:33.420,2016,16
4,ricciardo,Red Bull,1:33.467,2016,16
5,vettel,Ferrari,1:33.584,2016,16
6,raikkonen,Ferrari,1:33.632,2016,16
7,perez,Force India,1:34.319,2016,16
8,hulkenberg,Force India,1:34.489,2016,16
9,button,McLaren,1:34.518,2016,16
10,massa,Williams,1:34.671,2016,16
11,bottas,Williams,1:34.577,2016,16
12,grosjean,Haas F1 Team,1:35.001,2016,16
13,gutierrez,Haas F1 Team,1:35.097,2016,16
14,kevin_magnussen,Renault,1:35.277,2016,16
15,kvyat,Toro Rosso,1:35.369,2016,16
16,sainz,Toro Rosso,1:35.374,2016,16
17,ericsson,Sauber,1:35.816,2016,16
18,nasr,Sauber,1:35.949,2016,16
19,jolyon_palmer,Renault,1:35.999,2016,16
20,ocon,Manor Marussia,1:36.451,2016,16
21,wehrlein,Manor Marussia,1:36.587,2016,16
22,alonso,McLaren,1:37.155,2016,16
1,rosberg,Mercedes,1:30.647,2016,17
